317
33649	33730	1	0	19
33649	33730	1	0	20
33649	33730	1	0	22
33649	33730	1	0	23
33649	34250	1	0	24
33751	34384	2	2	47
34266	34384	2	2	31
34266	34384	2	2	41
34993	35055	2	2	26
34993	35055	2	2	27
34993	35055	2	2	29
34993	35055	2	2	30
34993	35055	2	2	31
34993	35055	2	2	32
34993	35055	2	2	36
34993	35055	2	2	37
34993	35055	2	2	40
34993	35055	2	2	41
34993	35055	2	2	43
34993	35055	2	2	45
34993	35055	2	2	46
34993	35055	2	2	47
34993	35154	2	2	34
35056	35154	2	2	48
36717	37513	2	2	48
37206	37568	2	2	34
38032	38471	1	0	4
41650	41718	2	2	34
44327	44350	1	0	10
44327	44837	1	0	0
44327	44837	1	0	1
44327	44837	1	0	3
44327	44837	1	0	8
44327	44837	1	0	15
44327	44837	1	0	20
44327	44837	1	0	23
44327	44838	1	0	22
46379	46575	2	4	50
46891	47052	1	0	20
46891	47454	1	0	15
47730	47868	1	0	23
47730	48005	1	0	8
47730	48057	1	0	1
47730	48174	1	0	3
50860	51167	1	5	51
51305	51441	1	5	51
263058	263360	1	6	53
263058	263360	1	6	54
263802	264161	1	6	55
263802	264161	1	6	56
291884	292114	1	6	55
291884	292982	1	6	52
291884	292982	1	6	53
291884	292982	1	6	54
291884	292982	1	6	56
333981	334104	1	6	52
333981	334104	1	6	53
333981	334104	1	6	54
333981	334104	1	6	56
334071	334104	1	6	57
341129	341237	1	6	57
342546	342665	1	6	52
342546	342665	1	6	53
342546	342665	1	6	54
342546	342665	1	6	56
342546	342665	1	6	57
344228	344313	1	6	57
344228	344314	1	6	52
344228	344314	1	6	53
344228	344314	1	6	54
344228	344314	1	6	56
344821	345005	1	6	52
344821	345005	1	6	53
344821	345005	1	6	54
344821	345005	1	6	56
346439	346598	1	6	52
346439	346598	1	6	53
346439	346598	1	6	54
346439	346598	1	6	56
347034	347157	1	6	52
347034	347157	1	6	53
347034	347157	1	6	54
347034	347157	1	6	56
352764	352885	1	6	52
352764	352885	1	6	53
352764	352885	1	6	54
352764	352885	1	6	56
353100	353224	1	6	52
353100	353224	1	6	53
353100	353224	1	6	54
353100	353224	1	6	56
353323	353484	1	6	52
353323	353484	1	6	53
353323	353484	1	6	54
353323	353484	1	6	56
353637	353699	1	6	53
353993	354289	1	6	52
353993	354289	1	6	53
353993	354289	1	6	54
353993	354289	1	6	56
354618	354758	1	6	52
354618	354758	1	6	53
354618	354758	1	6	54
354618	354758	1	6	56
357079	357314	1	6	52
357079	357314	1	6	53
357079	357314	1	6	54
357079	357314	1	6	56
357609	357736	1	6	52
357609	357736	1	6	53
357609	357736	1	6	54
357609	357736	1	6	56
358563	359039	1	6	52
